,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
4777,-117.19,32.77,30.0,2747.0,640.0,3185.0,657.0,3.765,NEAR OCEAN,238000.0
4778,-118.27,34.09,48.0,1527.0,295.0,589.0,286.0,4.1667,<1H OCEAN,344800.0
4779,-121.25,37.95,46.0,2001.0,428.0,1384.0,401.0,1.9402,INLAND,62200.0
4780,-117.18,32.78,21.0,4185.0,1018.0,3122.0,993.0,3.0481,NEAR OCEAN,210000.0
4781,-118.18,33.88,44.0,1308.0,267.0,783.0,237.0,4.7361,<1H OCEAN,167700.0
4782,-122.0,38.35,38.0,1918.0,364.0,745.0,348.0,2.5707,INLAND,126000.0
4783,-117.97,33.75,32.0,1564.0,270.0,973.0,290.0,3.75,<1H OCEAN,190400.0
4784,-116.54,33.82,12.0,9482.0,2501.0,2725.0,1300.0,1.5595,INLAND,115600.0
4785,-121.98,37.22,46.0,10088.0,1910.0,3728.0,1781.0,5.2321,<1H OCEAN,500001.0
4786,-118.02,34.1,36.0,452.0,80.0,248.0,83.0,1.9688,INLAND,226000.0
4787,-120.83,39.02,15.0,1117.0,242.0,551.0,229.0,2.6319,INLAND,97700.0
4788,-117.76,33.53,18.0,3224.0,561.0,1310.0,580.0,8.4614,<1H OCEAN,391900.0
4789,-122.49,37.86,52.0,2175.0,510.0,809.0,503.0,4.5398,NEAR BAY,442000.0
4790,-117.35,34.16,36.0,1717.0,348.0,1054.0,279.0,2.4444,INLAND,73400.0
4791,-121.55,39.48,41.0,461.0,107.0,284.0,90.0,2.2045,INLAND,41800.0
4792,-119.43,36.59,15.0,1371.0,306.0,1266.0,309.0,1.767,INLAND,63300.0
4793,-122.91,39.17,44.0,202.0,42.0,142.0,39.0,4.35,INLAND,68300.0
4794,-122.62,38.25,33.0,1453.0,250.0,677.0,237.0,4.0962,<1H OCEAN,170200.0
4795,-122.39,37.58,36.0,6026.0,852.0,2314.0,892.0,7.8997,NEAR OCEAN,500001.0
4796,-122.5,37.76,48.0,1408.0,295.0,891.0,269.0,3.8333,NEAR OCEAN,296300.0
4797,-121.96,37.76,8.0,3865.0,463.0,1548.0,432.0,9.7037,<1H OCEAN,425100.0
4798,-122.48,37.79,52.0,4683.0,1055.0,2246.0,975.0,4.1148,NEAR BAY,457800.0
4799,-118.38,34.21,38.0,1363.0,395.0,1798.0,405.0,2.3182,<1H OCEAN,171200.0
4800,-118.24,34.0,23.0,588.0,157.0,716.0,173.0,1.2056,<1H OCEAN,87500.0
4801,-118.45,34.07,19.0,4845.0,1609.0,3751.0,1539.0,1.5830000000000002,<1H OCEAN,350000.0
4802,-120.98,37.67,33.0,1433.0,298.0,824.0,302.0,2.7621,INLAND,109100.0
4803,-118.64,34.18,33.0,3808.0,623.0,1784.0,615.0,5.1641,<1H OCEAN,263400.0
4804,-117.84,33.76,16.0,238.0,51.0,93.0,50.0,5.375,<1H OCEAN,215700.0
4805,-118.25,33.9,37.0,2119.0,442.0,1372.0,406.0,1.9605,<1H OCEAN,106200.0
4806,-122.03,37.62,35.0,2072.0,352.0,1001.0,350.0,4.7109,NEAR BAY,198700.0
4807,-118.1,33.85,36.0,956.0,159.0,416.0,157.0,4.6429,<1H OCEAN,223700.0
4808,-118.04,33.95,36.0,2722.0,515.0,1390.0,486.0,3.8214,<1H OCEAN,178500.0
4809,-122.49,37.99,27.0,5470.0,755.0,1916.0,764.0,6.994,NEAR BAY,420800.0
4810,-117.94,33.93,34.0,1475.0,319.0,698.0,293.0,3.8194,<1H OCEAN,186000.0
4811,-117.98,34.07,28.0,441.0,106.0,504.0,108.0,2.9107,INLAND,152500.0
4812,-118.09,34.02,33.0,4853.0,1105.0,2855.0,1006.0,3.2622,<1H OCEAN,208600.0
4813,-118.51,34.43,15.0,8510.0,1258.0,3733.0,1233.0,6.1082,<1H OCEAN,253700.0
4814,-118.52,34.39,21.0,5477.0,1275.0,3384.0,1222.0,3.6625,<1H OCEAN,228100.0
4815,-117.99,33.87,16.0,1689.0,499.0,1260.0,453.0,3.1205,<1H OCEAN,174000.0
4816,-118.4,33.85,29.0,2085.0,533.0,919.0,489.0,5.6017,<1H OCEAN,430000.0
4817,-119.78,36.65,27.0,1226.0,240.0,706.0,211.0,2.77,INLAND,68400.0
4818,-117.94,33.73,24.0,4197.0,718.0,2468.0,714.0,5.2563,<1H OCEAN,211400.0
4819,-116.87,33.76,5.0,4116.0,761.0,1714.0,717.0,2.5612,INLAND,130800.0
4820,-121.62,41.78,40.0,3272.0,663.0,1467.0,553.0,1.7885,INLAND,43500.0
4821,-118.16,34.06,27.0,1675.0,274.0,785.0,275.0,5.827999999999999,<1H OCEAN,301100.0
4822,-117.32,34.09,30.0,1129.0,251.0,1034.0,237.0,2.3917,INLAND,78600.0
4823,-119.67,36.33,19.0,1241.0,244.0,850.0,237.0,2.9375,INLAND,81700.0
4824,-122.08,37.95,24.0,3173.0,548.0,1351.0,536.0,5.0672,NEAR BAY,243000.0
4825,-117.99,33.86,20.0,3540.0,906.0,2898.0,876.0,3.0252,<1H OCEAN,178000.0
4826,-120.46,34.74,15.0,2185.0,386.0,827.0,336.0,5.3765,NEAR OCEAN,223100.0
4827,-118.44,33.98,21.0,18132.0,5419.0,7431.0,4930.0,5.3359,<1H OCEAN,500001.0
4828,-115.48,32.68,15.0,3414.0,666.0,2097.0,622.0,2.3319,INLAND,91200.0
4829,-118.03,34.01,10.0,6531.0,1036.0,2975.0,1018.0,6.2319,<1H OCEAN,403700.0
4830,-121.08,40.19,11.0,919.0,199.0,69.0,43.0,1.6944,INLAND,137500.0
4831,-118.28,34.04,19.0,460.0,241.0,890.0,229.0,1.6089,<1H OCEAN,162500.0
4832,-118.08,34.1,32.0,2830.0,645.0,1500.0,527.0,3.0819,<1H OCEAN,214600.0
4833,-118.58,34.06,25.0,4440.0,693.0,1560.0,636.0,8.8666,<1H OCEAN,500001.0
4834,-118.21,33.82,45.0,455.0,92.0,394.0,89.0,4.9562,NEAR OCEAN,165700.0
4835,-121.61,39.14,44.0,2035.0,476.0,1030.0,453.0,1.4661,INLAND,65200.0
4836,-118.28,33.78,20.0,2233.0,591.0,1915.0,558.0,3.2011,<1H OCEAN,169100.0
4837,-117.24,34.11,23.0,1920.0,454.0,1161.0,358.0,2.2109,INLAND,73200.0
4838,-122.14,37.69,38.0,1571.0,317.0,874.0,301.0,4.4659,NEAR BAY,189100.0
4839,-118.29,34.18,52.0,1602.0,265.0,667.0,251.0,5.0489999999999995,<1H OCEAN,323500.0
4840,-116.54,33.79,18.0,9374.0,1780.0,1678.0,919.0,3.9737,INLAND,235600.0
4841,-117.99,33.71,19.0,1967.0,487.0,1251.0,404.0,3.6696,<1H OCEAN,218800.0
4842,-117.06,33.15,24.0,2155.0,379.0,1158.0,360.0,4.7941,<1H OCEAN,147500.0
4843,-119.03,35.36,41.0,2551.0,594.0,1342.0,595.0,1.9671,INLAND,76800.0
4844,-122.13,37.68,43.0,1676.0,340.0,924.0,328.0,3.6,NEAR BAY,179400.0
4845,-118.03,33.97,32.0,2468.0,552.0,1190.0,479.0,3.8275,<1H OCEAN,238500.0
4846,-117.94,34.04,33.0,1493.0,331.0,1571.0,354.0,3.8864,<1H OCEAN,158900.0
4847,-118.34,34.06,52.0,2069.0,417.0,826.0,377.0,3.5481,<1H OCEAN,396000.0
4848,-124.13,40.79,29.0,2474.0,453.0,1130.0,427.0,2.8833,NEAR OCEAN,83000.0
4849,-119.83,36.72,28.0,60.0,10.0,46.0,13.0,4.35,INLAND,67500.0
4850,-119.45,35.13,34.0,1440.0,309.0,808.0,294.0,2.3013,INLAND,26600.0
4851,-122.03,38.26,25.0,4617.0,1046.0,2685.0,1011.0,2.9576,INLAND,108500.0
4852,-117.66,33.46,28.0,1261.0,233.0,609.0,242.0,5.1024,<1H OCEAN,312700.0
4853,-121.94,37.35,52.0,906.0,227.0,1662.0,219.0,3.1667,<1H OCEAN,231600.0
4854,-118.06,33.98,50.0,1146.0,238.0,579.0,213.0,2.9583,<1H OCEAN,172600.0
4855,-117.69,34.01,30.0,2598.0,573.0,2170.0,518.0,2.3,INLAND,95600.0
4856,-121.28,38.17,19.0,1337.0,236.0,744.0,225.0,4.0924,INLAND,244200.0
4857,-117.94,34.04,34.0,1403.0,274.0,977.0,257.0,3.8409,<1H OCEAN,163000.0
4858,-118.04,33.9,36.0,15.0,5.0,15.0,6.0,0.4999,<1H OCEAN,162500.0
4859,-121.8,37.26,16.0,1868.0,285.0,995.0,284.0,5.9053,<1H OCEAN,260500.0
4860,-118.11,33.97,33.0,2125.0,500.0,1672.0,476.0,3.6397,<1H OCEAN,166600.0
4861,-118.46,33.97,19.0,1658.0,427.0,648.0,378.0,3.8698,<1H OCEAN,500001.0
4862,-124.1,40.5,30.0,1927.0,393.0,996.0,374.0,2.2357,<1H OCEAN,72300.0
4863,-121.28,38.75,52.0,493.0,89.0,189.0,94.0,2.108,INLAND,83800.0
4864,-118.47,34.3,16.0,2495.0,551.0,2314.0,567.0,3.6736,<1H OCEAN,192200.0
4865,-119.76,36.75,35.0,1607.0,383.0,1407.0,382.0,2.19,INLAND,53400.0
4866,-118.31,33.73,52.0,1665.0,280.0,656.0,282.0,5.249,NEAR OCEAN,351900.0
4867,-121.19,38.04,35.0,703.0,117.0,290.0,107.0,3.225,INLAND,177100.0
4868,-121.85,37.33,16.0,2987.0,874.0,4241.0,841.0,2.8024,<1H OCEAN,127900.0
4869,-122.94,38.57,33.0,1530.0,266.0,728.0,250.0,5.1005,<1H OCEAN,266700.0
4870,-119.7,34.42,41.0,725.0,239.0,582.0,214.0,3.1667,<1H OCEAN,362500.0
4871,-118.27,34.06,45.0,564.0,353.0,1172.0,319.0,1.494,<1H OCEAN,187500.0
4872,-118.11,33.9,36.0,1347.0,278.0,748.0,278.0,5.1423,<1H OCEAN,183100.0
4873,-118.26,34.1,48.0,2566.0,571.0,1421.0,563.0,3.6579,<1H OCEAN,318600.0
4874,-117.95,33.67,25.0,1611.0,383.0,554.0,327.0,3.0417,<1H OCEAN,137300.0
4875,-122.32,38.12,12.0,5382.0,928.0,3928.0,921.0,5.3785,NEAR BAY,150600.0
4876,-120.83,37.07,16.0,3736.0,761.0,1942.0,730.0,2.5598,INLAND,120200.0
4877,-117.05,32.73,27.0,3184.0,588.0,1763.0,571.0,3.5529,NEAR OCEAN,133900.0
4878,-122.08,37.3,30.0,2268.0,404.0,1197.0,372.0,7.0813,<1H OCEAN,485300.0
4879,-118.12,34.12,52.0,2907.0,317.0,956.0,279.0,15.0001,<1H OCEAN,500001.0
4880,-117.19,33.69,3.0,6484.0,1037.0,3295.0,1074.0,4.5881,<1H OCEAN,136400.0
4881,-122.31,37.56,40.0,1351.0,330.0,701.0,297.0,3.32,NEAR OCEAN,292900.0
4882,-121.46,38.56,52.0,1878.0,393.0,722.0,381.0,3.3348,INLAND,122800.0
4883,-117.07,32.75,37.0,2690.0,549.0,1219.0,524.0,2.3148,NEAR OCEAN,154200.0
4884,-117.22,32.78,22.0,2020.0,466.0,1010.0,429.0,3.4527,NEAR OCEAN,175000.0
4885,-122.46,37.64,26.0,2806.0,375.0,1617.0,396.0,5.3922,NEAR OCEAN,353700.0
4886,-117.16,32.89,5.0,8576.0,1952.0,5006.0,1827.0,4.3598,<1H OCEAN,189100.0
4887,-118.3,33.79,13.0,3569.0,924.0,2159.0,880.0,3.1630000000000003,<1H OCEAN,224200.0
4888,-121.48,38.61,18.0,1511.0,315.0,1062.0,304.0,2.3438,INLAND,89400.0
4889,-118.21,33.88,32.0,1507.0,379.0,1082.0,350.0,3.225,<1H OCEAN,138200.0
4890,-119.98,36.86,31.0,2366.0,482.0,1933.0,433.0,3.0234,INLAND,65000.0
4891,-117.89,33.92,14.0,1562.0,373.0,609.0,328.0,2.3935,<1H OCEAN,125000.0
4892,-118.44,34.26,28.0,1077.0,288.0,1377.0,293.0,3.9167,<1H OCEAN,153900.0
4893,-122.44,37.75,21.0,5457.0,1247.0,2304.0,1180.0,4.5469,NEAR BAY,409700.0
4894,-122.05,37.93,15.0,7803.0,1603.0,2957.0,1546.0,4.45,NEAR BAY,184900.0
4895,-121.88,37.67,16.0,4070.0,624.0,1543.0,577.0,6.5214,INLAND,311500.0
4896,-117.95,33.84,32.0,1378.0,492.0,1202.0,448.0,3.4028,<1H OCEAN,183700.0
4897,-122.03,37.3,22.0,3583.0,758.0,1792.0,695.0,5.4842,<1H OCEAN,335300.0
4898,-117.29,33.13,4.0,617.0,105.0,224.0,105.0,3.9205,NEAR OCEAN,183000.0
4899,-120.95,37.65,37.0,136.0,20.0,72.0,22.0,2.2279,INLAND,225000.0
4900,-117.25,32.82,19.0,5255.0,762.0,1773.0,725.0,7.8013,NEAR OCEAN,474000.0
4901,-118.47,34.0,42.0,1271.0,301.0,574.0,312.0,3.1304,<1H OCEAN,340500.0
4902,-118.45,34.29,30.0,762.0,228.0,840.0,226.0,2.3375,<1H OCEAN,154200.0
4903,-124.19,41.78,15.0,3140.0,714.0,1645.0,640.0,1.6654,NEAR OCEAN,74600.0
4904,-121.45,37.72,2.0,2239.0,321.0,766.0,219.0,5.75,INLAND,240200.0
4905,-122.48,37.64,7.0,120.0,21.0,50.0,27.0,12.5,NEAR OCEAN,281000.0
4906,-117.67,33.64,11.0,2722.0,554.0,1565.0,508.0,5.1645,<1H OCEAN,164100.0
4907,-122.62,38.94,13.0,524.0,129.0,215.0,90.0,1.5455,INLAND,55000.0
4908,-121.42,37.74,19.0,1393.0,367.0,915.0,355.0,1.1957,INLAND,103100.0
4909,-118.4,34.03,43.0,1006.0,201.0,520.0,199.0,6.5669,<1H OCEAN,372800.0
4910,-118.36,33.82,36.0,1784.0,311.0,901.0,293.0,6.2247,<1H OCEAN,339000.0
4911,-121.28,38.77,6.0,3819.0,550.0,1738.0,587.0,5.8718,INLAND,201400.0
4912,-122.41,37.8,30.0,1821.0,738.0,1648.0,684.0,0.8836,NEAR BAY,450000.0
4913,-122.07,38.0,37.0,978.0,202.0,462.0,184.0,3.625,NEAR BAY,156300.0
4914,-118.11,33.95,36.0,2049.0,334.0,1105.0,363.0,4.8036,<1H OCEAN,261300.0
4915,-117.75,34.06,52.0,24.0,6.0,46.0,7.0,1.625,INLAND,67500.0
4916,-122.13,37.73,33.0,1996.0,268.0,686.0,270.0,6.9096,NEAR BAY,341800.0
4917,-119.32,36.2,25.0,1427.0,246.0,772.0,221.0,2.2262,INLAND,64500.0
4918,-117.13,32.73,52.0,1911.0,415.0,777.0,412.0,2.2429,NEAR OCEAN,221100.0
4919,-117.24,33.23,13.0,3756.0,648.0,1767.0,614.0,4.0776,<1H OCEAN,196000.0
4920,-123.16,39.1,31.0,418.0,82.0,327.0,81.0,2.775,<1H OCEAN,120800.0
4921,-118.37,34.17,42.0,1713.0,416.0,1349.0,427.0,3.2596,<1H OCEAN,191800.0
4922,-121.88,37.43,17.0,3469.0,896.0,2762.0,808.0,3.3884,<1H OCEAN,245800.0
4923,-116.51,34.85,15.0,3149.0,713.0,1281.0,486.0,2.0,INLAND,64700.0
4924,-117.47,33.94,34.0,2086.0,417.0,1501.0,395.0,3.2311,INLAND,105600.0
4925,-120.47,34.66,4.0,3376.0,525.0,1684.0,535.0,4.9237,NEAR OCEAN,166600.0
4926,-118.06,34.17,38.0,2726.0,398.0,1059.0,380.0,7.2419,INLAND,410400.0
4927,-121.81,37.28,17.0,2277.0,428.0,1887.0,422.0,5.7078,<1H OCEAN,217000.0
4928,-118.46,34.0,39.0,614.0,174.0,538.0,159.0,2.3542,<1H OCEAN,235700.0
4929,-122.62,38.4,10.0,9772.0,1308.0,3741.0,1242.0,6.5261,<1H OCEAN,324700.0
4930,-117.29,33.05,28.0,1146.0,338.0,672.0,292.0,3.1667,NEAR OCEAN,300000.0
4931,-122.11,37.66,36.0,1755.0,316.0,913.0,299.0,4.1302,NEAR BAY,172700.0
4932,-117.86,33.76,34.0,3153.0,561.0,1679.0,532.0,4.7083,<1H OCEAN,205300.0
4933,-121.4,39.33,15.0,2655.0,493.0,1200.0,432.0,3.5179,INLAND,107200.0
4934,-118.4,34.21,30.0,2453.0,544.0,1753.0,506.0,2.9803,<1H OCEAN,191500.0
4935,-121.35,38.66,8.0,3322.0,805.0,1694.0,774.0,2.7011,INLAND,130700.0
4936,-120.72,38.57,8.0,892.0,185.0,427.0,164.0,2.6833,INLAND,118800.0
4937,-117.27,32.99,21.0,3318.0,578.0,1273.0,538.0,5.5922,NEAR OCEAN,382100.0
4938,-118.32,33.79,32.0,2381.0,467.0,1264.0,488.0,4.1477,<1H OCEAN,315100.0
4939,-121.15,38.21,18.0,4176.0,700.0,2164.0,699.0,4.0365,INLAND,174200.0
4940,-118.59,34.21,34.0,2389.0,521.0,1560.0,514.0,4.8333,<1H OCEAN,225400.0
4941,-118.37,34.08,52.0,1234.0,223.0,543.0,213.0,6.0338,<1H OCEAN,423700.0
4942,-121.44,38.63,33.0,1077.0,271.0,753.0,236.0,1.3462,INLAND,55900.0
4943,-121.45,38.54,41.0,1278.0,308.0,839.0,280.0,1.4702,INLAND,58300.0
4944,-116.98,33.26,12.0,5898.0,1002.0,3129.0,945.0,4.7647,<1H OCEAN,254100.0
4945,-121.62,36.69,12.0,512.0,144.0,767.0,149.0,2.2667,<1H OCEAN,72900.0
4946,-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.507999999999999,NEAR BAY,348700.0
4947,-121.31,38.57,9.0,2748.0,521.0,1663.0,565.0,3.5192,INLAND,113300.0
4948,-121.41,39.04,16.0,1698.0,300.0,731.0,291.0,3.0739,INLAND,87200.0
4949,-116.99,32.73,30.0,1856.0,339.0,1103.0,379.0,4.0357,<1H OCEAN,153800.0
4950,-117.23,32.8,22.0,2981.0,873.0,1751.0,745.0,2.3482,NEAR OCEAN,190600.0
4951,-118.61,34.25,16.0,8295.0,1506.0,3903.0,1451.0,5.5111,<1H OCEAN,276600.0
4952,-118.34,34.06,52.0,1314.0,170.0,629.0,214.0,7.1669,<1H OCEAN,500001.0
4953,-118.46,34.42,25.0,2988.0,525.0,1884.0,513.0,4.7007,<1H OCEAN,169500.0
4954,-118.07,34.1,34.0,2253.0,522.0,1262.0,511.0,3.4375,<1H OCEAN,259800.0
4955,-117.71,33.65,16.0,3774.0,456.0,1587.0,430.0,8.6088,<1H OCEAN,307400.0
4956,-116.44,33.93,17.0,5293.0,1266.0,1201.0,599.0,1.6849,INLAND,88400.0
4957,-118.39,34.09,27.0,4312.0,1214.0,1634.0,1097.0,3.6207,<1H OCEAN,362500.0
4958,-119.23,34.19,16.0,5297.0,810.0,1489.0,667.0,6.4522,NEAR OCEAN,500001.0
4959,-116.98,32.74,24.0,977.0,147.0,454.0,169.0,4.9286,<1H OCEAN,173700.0
4960,-117.42,33.98,16.0,10072.0,2043.0,5913.0,1909.0,3.0606,INLAND,119500.0
4961,-119.02,35.33,35.0,2053.0,412.0,1193.0,387.0,2.75,INLAND,65800.0
4962,-117.9,34.13,25.0,3076.0,856.0,2868.0,752.0,2.6619,<1H OCEAN,117600.0
4963,-122.27,37.47,44.0,3022.0,473.0,1235.0,477.0,6.7058,NEAR OCEAN,495900.0
4964,-118.38,33.89,35.0,1778.0,330.0,732.0,312.0,6.5745,<1H OCEAN,379300.0
4965,-117.15,33.02,4.0,15029.0,2279.0,5613.0,1696.0,7.2731,NEAR OCEAN,450400.0
4966,-117.82,33.84,25.0,1788.0,203.0,676.0,217.0,10.1299,<1H OCEAN,454300.0
4967,-119.26,34.27,36.0,1972.0,382.0,1029.0,411.0,3.7337,NEAR OCEAN,209000.0
4968,-120.59,35.12,27.0,3055.0,677.0,1407.0,610.0,2.1702,<1H OCEAN,179700.0
4969,-121.9,36.61,29.0,3412.0,827.0,1574.0,759.0,2.9309,NEAR OCEAN,217100.0
4970,-117.6,33.91,15.0,1864.0,271.0,1006.0,288.0,7.2379,INLAND,251000.0
4971,-122.27,37.78,45.0,1169.0,263.0,723.0,286.0,3.9444,NEAR BAY,212900.0
4972,-116.9,33.93,34.0,3183.0,738.0,1820.0,647.0,2.2321,INLAND,71800.0
4973,-122.42,37.74,52.0,1271.0,353.0,1076.0,324.0,2.9911,NEAR BAY,263900.0
4974,-118.38,33.8,36.0,4421.0,702.0,1433.0,624.0,8.0838,NEAR OCEAN,500001.0
4975,-121.83,38.45,36.0,839.0,158.0,446.0,167.0,2.3438,INLAND,122700.0
4976,-117.1,32.57,14.0,5058.0,1299.0,3662.0,1193.0,2.3253,NEAR OCEAN,133700.0
4977,-122.7,38.03,42.0,1410.0,308.0,624.0,292.0,4.1379,NEAR OCEAN,309100.0
4978,-117.31,34.53,26.0,2299.0,496.0,1259.0,441.0,2.6125,INLAND,79900.0
4979,-116.34,33.36,24.0,2746.0,514.0,731.0,295.0,3.3214,INLAND,176400.0
4980,-123.49,38.7,9.0,5409.0,1019.0,594.0,327.0,3.3125,NEAR OCEAN,295400.0
4981,-118.23,33.88,35.0,842.0,201.0,763.0,189.0,2.6719,<1H OCEAN,109800.0
4982,-117.92,33.87,44.0,308.0,87.0,301.0,100.0,2.1991,<1H OCEAN,191100.0
4983,-117.01,32.75,26.0,4038.0,706.0,2065.0,687.0,3.9545,<1H OCEAN,178100.0
4984,-118.18,33.97,26.0,6895.0,1877.0,8551.0,1808.0,2.3175,<1H OCEAN,154500.0
4985,-118.96,35.38,34.0,2047.0,347.0,888.0,352.0,3.6734,INLAND,92900.0
4986,-118.22,33.96,32.0,2232.0,603.0,2361.0,608.0,2.5966,<1H OCEAN,170900.0
4987,-118.28,33.97,35.0,2305.0,634.0,1978.0,568.0,1.375,<1H OCEAN,100000.0
4988,-118.29,33.98,30.0,1162.0,318.0,1207.0,289.0,1.2229999999999999,<1H OCEAN,100000.0
4989,-117.63,33.65,10.0,3580.0,491.0,1688.0,467.0,7.7814,<1H OCEAN,288700.0
4990,-121.69,36.96,23.0,1229.0,254.0,687.0,232.0,5.1433,<1H OCEAN,305600.0
4991,-120.84,37.92,27.0,471.0,84.0,195.0,72.0,3.3333,INLAND,208300.0
4992,-118.4,33.87,40.0,1679.0,372.0,719.0,385.0,6.435,<1H OCEAN,479500.0
4993,-119.08,34.34,23.0,3065.0,723.0,2042.0,698.0,2.7593,<1H OCEAN,194800.0
4994,-122.46,38.29,35.0,1762.0,350.0,686.0,339.0,3.5982,NEAR BAY,271700.0
4995,-122.06,37.33,23.0,4507.0,751.0,2167.0,722.0,7.0102,<1H OCEAN,500001.0
4996,-122.03,36.97,52.0,403.0,72.0,200.0,73.0,1.6923,NEAR OCEAN,262500.0
4997,-117.4,34.58,18.0,755.0,169.0,483.0,165.0,1.4196,INLAND,64700.0
4998,-121.37,38.39,15.0,1883.0,254.0,893.0,256.0,6.2575,INLAND,143500.0
4999,-121.57,37.01,44.0,1448.0,393.0,1066.0,357.0,2.0625,INLAND,170300.0
5000,-122.09,37.4,24.0,3983.0,1126.0,2645.0,1072.0,3.6742,NEAR BAY,275000.0
5001,-118.14,33.88,30.0,2596.0,580.0,1662.0,539.0,4.0507,<1H OCEAN,179500.0
5002,-117.24,34.06,9.0,3603.0,786.0,1782.0,718.0,3.2604,INLAND,93300.0
5003,-121.54,36.7,12.0,6758.0,1241.0,3918.0,1100.0,3.525,<1H OCEAN,201700.0
5004,-117.89,34.07,35.0,834.0,137.0,392.0,123.0,4.5179,<1H OCEAN,218800.0
5005,-118.32,34.62,31.0,1398.0,273.0,884.0,299.0,4.8409,INLAND,264900.0
5006,-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,NEAR BAY,292300.0
5007,-122.28,38.31,52.0,58.0,18.0,48.0,22.0,1.76,NEAR BAY,166700.0
5008,-118.15,34.16,18.0,1711.0,383.0,1474.0,415.0,1.2891,<1H OCEAN,181300.0
5009,-121.93,38.02,13.0,1524.0,286.0,940.0,308.0,5.1337,INLAND,154800.0
5010,-119.11,36.21,10.0,1972.0,455.0,1469.0,442.0,1.5407,INLAND,58400.0
5011,-118.36,34.03,38.0,1400.0,376.0,1139.0,315.0,2.2368,<1H OCEAN,120000.0
5012,-121.3,37.98,39.0,3375.0,659.0,1388.0,631.0,2.6364,INLAND,93800.0
5013,-117.25,32.83,17.0,2075.0,262.0,704.0,241.0,10.9529,NEAR OCEAN,500001.0
5014,-122.49,37.63,34.0,696.0,145.0,398.0,162.0,3.525,NEAR OCEAN,254100.0
5015,-122.4,40.71,22.0,2390.0,484.0,1131.0,452.0,2.1458,INLAND,84700.0
5016,-117.32,33.96,19.0,3216.0,666.0,1363.0,629.0,3.7585,INLAND,144500.0
5017,-118.32,34.12,52.0,3410.0,800.0,1218.0,783.0,4.15,<1H OCEAN,393500.0
5018,-121.83,38.0,25.0,1710.0,288.0,799.0,259.0,4.8359,INLAND,145300.0
5019,-122.33,37.89,42.0,1342.0,291.0,551.0,266.0,4.5268,NEAR BAY,207400.0
5020,-118.42,34.05,38.0,4888.0,1126.0,1698.0,937.0,4.8304,<1H OCEAN,500001.0
5021,-117.31,34.39,15.0,1703.0,273.0,847.0,266.0,3.7917,INLAND,123400.0
5022,-117.96,33.85,35.0,1175.0,191.0,568.0,186.0,4.125,<1H OCEAN,189200.0
5023,-122.33,38.38,28.0,1020.0,169.0,504.0,164.0,4.5694,INLAND,287500.0
5024,-122.31,38.3,25.0,3883.0,740.0,1641.0,676.0,3.9,NEAR BAY,187300.0
5025,-118.45,35.62,18.0,2304.0,527.0,782.0,390.0,1.4141,INLAND,75800.0
5026,-118.22,34.13,52.0,791.0,174.0,501.0,162.0,3.3542,<1H OCEAN,178100.0
5027,-118.31,33.87,27.0,3348.0,695.0,1545.0,625.0,4.7543,<1H OCEAN,296300.0
5028,-118.61,34.17,31.0,1689.0,362.0,705.0,360.0,4.0,<1H OCEAN,278500.0
5029,-118.38,34.02,45.0,2098.0,486.0,1343.0,481.0,3.9615,<1H OCEAN,268600.0
5030,-121.52,38.9,32.0,1650.0,313.0,802.0,284.0,2.9048,INLAND,98200.0
5031,-117.92,33.68,25.0,2017.0,454.0,1024.0,428.0,4.4732,<1H OCEAN,245600.0
5032,-121.36,37.96,32.0,614.0,95.0,227.0,107.0,3.9922,INLAND,247400.0
5033,-118.1,33.94,33.0,639.0,129.0,460.0,118.0,3.1607,<1H OCEAN,189000.0
5034,-118.31,34.17,24.0,2910.0,917.0,2522.0,873.0,2.4074,<1H OCEAN,219400.0
5035,-124.1,40.88,35.0,2987.0,578.0,1581.0,585.0,2.0657,NEAR OCEAN,81100.0
5036,-118.17,34.04,46.0,705.0,167.0,655.0,149.0,3.5938,<1H OCEAN,141100.0
5037,-118.5,34.02,35.0,2914.0,934.0,1334.0,870.0,2.9934,<1H OCEAN,350000.0
5038,-118.15,33.78,17.0,1584.0,435.0,904.0,406.0,2.0875,NEAR OCEAN,181300.0
5039,-121.67,36.68,38.0,5561.0,1292.0,3523.0,1253.0,2.8289,<1H OCEAN,168300.0
5040,-119.5,35.27,23.0,3827.0,696.0,1993.0,617.0,3.0742,INLAND,57900.0
5041,-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,<1H OCEAN,231800.0
5042,-121.32,37.95,36.0,747.0,189.0,338.0,145.0,1.7885,INLAND,62100.0
5043,-121.82,38.0,30.0,3268.0,567.0,1714.0,565.0,4.4583,INLAND,131000.0
5044,-118.21,33.81,45.0,1816.0,398.0,1524.0,388.0,3.8586,NEAR OCEAN,157900.0
5045,-121.8,37.26,18.0,3631.0,947.0,2357.0,757.0,2.875,<1H OCEAN,184400.0
5046,-116.33,34.15,13.0,1808.0,411.0,735.0,320.0,1.5489,INLAND,57400.0
5047,-118.02,34.1,36.0,1928.0,361.0,1008.0,368.0,4.7330000000000005,INLAND,233700.0
